;Table name: LumTbol
;MariaDB types
;INT NOT NULL : ObjID,ID
;FLOAT NOT NULL DEFAULT -99.: Lint,eLint,Lbol,Tbol
;CONSTRAINT PRIMARY KEY (ObjID)
;CONSTRAINT FOREIGN KEY (ID) REFERENCES Identity(ID) ON DELETE CASCADE
;ObjID,Lint,eLint,Lbol,Tbol,ID
18,0.10674271933774568,0.007956833107114078,0.2504831048595911,391.09871577683174,18
19,0.06930111927653472,0.007956833107114078,0.2825074512320191,647.6555243411146,19
20,0.25508013653099487,0.03442169419436696,0.7437554969548623,70.1650918273548,20
21,0.12251441696842476,0.006703627557970848,0.1995073577011648,33.28449238696183,21
22,0.17935479054578304,0.008578604160773814,0.7084773441300406,22.065993345951693,22
23,0.5419143216651725,0.013464679324385428,0.9178746350131783,62.31973935811287,23
24,0.37829740845782633,0.051222170226659564,-99.0,-99.0,24
25,0.6507536741415065,0.02293081540627491,0.4577543963198464,46.232336506166504,25
26,0.6554580408520141,0.01882798558247173,1.4589539644282328,332.9409992756515,26
27,0.6271989026952548,0.021763755552547732,-99.0,-99.0,27
28,0.5941265557212051,0.014066537152787599,0.6294033197619741,158.87479122517405,28
29,0.5276199599028714,0.014666755205935406,0.8957768586818668,179.29185728416425,29
30,0.4219829451444365,0.011039054150881846,1.3438887081730067,762.4356628041689,30
31,0.06930111927653472,0.009197509205491746,-99.0,-99.0,31
32,0.2149048760632285,0.012255703977605805,-99.0,-99.0,32
33,0.15884150586839257,0.008578604160773814,-99.0,-99.0,33
37,0.09030846435612926,0.006182715942708032,0.1613763281008199,100.43001597705421,37
39,0.08478191518119887,0.020246794849858106,0.6317842142095657,210.86665797707155,39
40,0.5283729266515828,0.03431575890997058,1.678484446070258,356.7518596913871,40
41,0.1655283600005713,0.01676331793889421,0.22957038687596015,82.90996264865404,41
42,0.2839731746858564,0.00951150581254529,0.6052918439711281,270.88203681939234,42
43,0.2719596669207175,0.007636231664168003,0.507237138067359,26.517377525976357,43
45,0.007539371995535089,0.0016744368676249932,-99.0,-99.0,45
46,0.04757809608789386,0.009822223792938333,0.3143106242840421,399.492813489695,46
47,0.22269759878151238,0.010414551867301586,0.3973652256881044,203.86511896720202,47
48,0.0133044241259254,0.0011133602905804957,-99.0,-99.0,48
49,0.010551178249485888,0.002350973399911412,-99.0,-99.0,49
50,0.0021360131572708396,0.00047051353324193784,-99.0,-99.0,50
51,0.007244677678277598,0.000902693500191892,-99.0,-99.0,51
58,0.07870086176280723,0.008782289084100156,0.10380078937102463,264.512934647052,58
59,0.17918579334412288,0.015293186044233298,0.8907543341520252,700.8820504677295,59
60,0.08134371085555712,0.0025028096545875577,-99.0,-99.0,60
61,0.04314739989669349,0.007283502361596601,0.17949601221933809,41.64080438078349,61
62,0.09889466355492925,0.0016487515989563747,0.13061467913465366,129.32293369258787,62
63,0.09469187802337738,0.002516721092494729,0.10528827016583688,138.42208570501074,63
84,0.019433649760604473,0.0018356434921536862,0.016061735887413484,583.3674763027277,84
85,0.04315515088309915,0.00212055139258455,-99.0,-99.0,85
87,0.028911008186898797,0.001567050526347948,-99.0,-99.0,87
64,0.027737307957535144,0.005469518973094346,-99.0,-99.0,64
67,0.024674381172933448,0.002832998010189805,-99.0,-99.0,67
68,0.28494432497255523,0.01164839347602657,0.527027520701402,327.04982384692664,68
69,0.10145326599101089,0.009197509205491746,-99.0,-99.0,69
71,0.33619388555799573,0.02999677569573321,-99.0,-99.0,71
72,0.18490803496353664,0.017886501860461486,-99.0,-99.0,72
73,0.2423249856785501,0.01676331793889421,0.6063840001513847,343.5650374455237,73
74,0.4740061142983154,0.027822630988600765,-99.0,-99.0,74
75,0.5012365955498252,0.019005198599509575,1.736686020004694,451.1769525850232,75
76,0.02250675512423202,0.0029870525844589726,0.05266280467146831,458.15348066193644,76
77,0.036378996113016926,0.003783020278640745,0.1866212494410348,186.45489477498998,77
96,0.19611644156602234,0.0,-99.0,-99.0,96
117,0.5620558392042915,0.0665087974396006,0.9402723932932118,28.056339071996792,117
166,0.0013764236928892222,0.0,-99.0,-99.0,166
167,0.0013764236928892222,0.00033475908855230504,0.003303586193326901,397.00770635869003,167
168,0.0015197221060505373,0.00041288374849916067,-99.0,-99.0,168
162,0.0026407077231556165,0.0,-99.0,-99.0,162
163,0.0018743884222433746,0.0,-99.0,-99.0,163
169,0.0015197221060505373,0.0,-99.0,-99.0,169
164,0.006187054130935525,0.0016639263906975984,0.005130734334681779,169.7782888048828,164
171,0.002155014034844671,0.0,-99.0,-99.0,171
172,0.0015910437501431012,0.0,0.002037453864044245,173.47309266478425,172
173,0.010861655514478864,0.0,-99.0,-99.0,173
174,0.04554161108224971,0.030247920863440622,-99.0,-99.0,174
101,0.020436834054018516,0.0,0.09931989372073866,19.36320505055402,101
165,0.014230631265786393,0.0,-99.0,-99.0,165
176,-99.0,-99.0,-99.0,-99.0,176
177,0.000749019546979747,0.0,-99.0,-99.0,177
178,0.0023996721887317644,0.0,-99.0,-99.0,178
179,0.0019388638391500315,0.0,-99.0,-99.0,179
180,0.001913540295390997,0.0,-99.0,-99.0,180
181,0.003035605102270943,0.0,-99.0,-99.0,181
182,0.0022411828636739323,0.0,-99.0,-99.0,182
183,0.002023125004020217,0.0,-99.0,-99.0,183
184,0.0024495807909597203,0.0,-99.0,-99.0,184
185,0.002424086190431517,0.0,-99.0,-99.0,185
186,0.002390187857418828,0.0,-99.0,-99.0,186
187,0.0021434738870262362,0.0,-99.0,-99.0,187
188,0.0023647439776567514,0.0,-99.0,-99.0,188
189,0.0025424953286740685,0.0,-99.0,-99.0,189
190,0.002702635273399054,0.0,-99.0,-99.0,190
191,0.01856348994368685,0.001976893380545789,0.17364662910682743,20.006787333133726,191
192,0.04070728679147838,0.005811145793943852,0.2459844990397499,20.17046444811117,192
94,0.013590524539717163,0.001036390341618809,0.01616182205001986,671.9950679320879,94
93,0.06391601133763425,0.005794471936549516,-99.0,-99.0,93
92,0.18445908909687353,0.011039054150881846,-99.0,-99.0,92
91,0.1485223512649373,0.007956833107114078,-99.0,-99.0,91
90,0.013489991302326906,0.0011076532529584128,0.01966656953231803,432.64118079476987,90
89,0.01364843952070574,0.0013202392147406664,0.010925213826160055,261.69371554695863,89
88,0.005314937284127714,0.0008167982596128967,0.0049010357978228,574.1845754541713,88
86,0.005576730506918135,0.0008219577061545184,-99.0,-99.0,86
83,0.00624861754290693,0.002015013328627473,-99.0,-99.0,83
82,0.16718104950150509,0.011988149208594027,0.37734500859877723,74.0278969962225,82
81,0.12877974236462272,0.007416761523390094,0.327131263872055,68.73025637075678,81
80,0.04929148503767004,0.006834284720413967,-99.0,-99.0,80
79,0.005999263023084578,0.0005438787637046169,-99.0,-99.0,79
78,0.013648439520705744,0.004401259536264382,-99.0,-99.0,78
70,0.08547432132708879,0.014066537152787599,-99.0,-99.0,70
66,0.04819705066563862,0.009255606852619813,-99.0,-99.0,66
65,0.12774209767168535,0.009813765157668528,-99.0,-99.0,65
57,0.017550032425107352,0.0026407077231556165,-99.0,-99.0,57
56,0.2097192407370935,0.010289776218591026,0.5076499806741605,58.93116843277732,56
55,0.148060107983002,0.006834284720413967,1.0321956527429221,306.2352426980875,55
54,0.10441241471646202,0.01919495274308027,-99.0,-99.0,54
53,0.20502214318641943,0.016999574917990333,1.3034729089000616,460.80697938318315,53
52,0.09949753664914583,0.010857756519369387,-99.0,-99.0,52
44,0.03229584170734083,0.0015670505263479483,-99.0,-99.0,44
193,0.01827106530438248,0.001139796645604538,0.03322593462570983,174.86189222040016,193
194,0.07587435398448746,0.008847954404386477,0.6001386149490546,329.45618660360424,194
195,0.033033260570425306,0.0,-99.0,-99.0,195
196,0.17935479054578304,0.017645681135984106,0.1529646400681606,74.9051597441596,196
197,0.00566688675666066,0.0,-99.0,-99.0,197
198,0.06510317841443637,0.0002554406227532089,0.21184384345073443,334.2963487909348,198
199,0.3217566036698361,0.008188914867297432,0.5478575674248738,317.1283541256171,199
200,0.12344626961422009,0.00041288374849916067,0.4178391590361807,303.7783625292894,200
201,0.3743732114614712,0.0010136843370812149,0.35593503518695535,106.89215848466863,201
202,0.017488925514417282,0.00041288374849916067,0.08100400587142002,292.1262796240406,202
203,0.0804881343397079,0.005209584745945402,-99.0,-99.0,203
204,-99.0,-99.0,-99.0,-99.0,204
205,0.9268290306314607,0.0025329162152537676,1.2999998217595123,55.354321028372475,205
206,-99.0,-99.0,-99.0,-99.0,206
207,-99.0,-99.0,-99.0,-99.0,207
208,0.10484797553095786,0.0,-99.0,-99.0,208
209,-99.0,-99.0,-99.0,-99.0,209
210,-99.0,-99.0,-99.0,-99.0,210
300,2.1436885488521105,0.19971905306869397,2.22081234141511,45.91864263722005,300
301,0.42875180879884817,0.04956012653569423,1.5833403891321587,320.4980216934371,301
302,-99.0,-99.0,-99.0,-99.0,302
303,-99.0,-99.0,-99.0,-99.0,303
304,-99.0,-99.0,-99.0,-99.0,304
305,-99.0,-99.0,-99.0,-99.0,305
306,-99.0,-99.0,-99.0,-99.0,306
307,-99.0,-99.0,-99.0,-99.0,307
308,-99.0,-99.0,-99.0,-99.0,308
309,-99.0,-99.0,-99.0,-99.0,309
310,-99.0,-99.0,-99.0,-99.0,310
311,-99.0,-99.0,-99.0,-99.0,311
312,-99.0,-99.0,-99.0,-99.0,312
313,0.05668633081279627,0.007339468909355238,0.6564407153714064,31.629217144447534,313
314,0.05970883625900484,0.008027378836795449,0.35195582380484636,121.98540727083702,314
315,-99.0,-99.0,-99.0,-99.0,315
316,0.07518847849469397,0.01110878423305481,-99.0,-99.0,316
317,0.2992453991755632,0.008482808196941452,0.6276519271131699,209.18139370188857,317
319,0.11559189404978074,0.011952294964604844,0.4314196303478617,49.20094592993657,319
320,-99.0,-99.0,0.6638894069936203,32.4688188123134,320
321,0.23369132250520008,0.01935846191002873,2.226903426725621,196.18377562379953,321
322,-99.0,-99.0,-99.0,-99.0,322
323,-99.0,-99.0,-99.0,-99.0,323
324,-99.0,-99.0,0.5562083297855297,71.1141330121287,324
325,0.08233824926979882,0.0,-99.0,-99.0,325
326,-99.0,-99.0,-99.0,-99.0,326
327,0.044802778682147396,0.004890864993258218,-99.0,-99.0,327
