;ID,ID_F,NAME_F,LF,WF,ZPjy,ZPerg
42,20,SPIRE250,242.3,67.6,0.06,3.088e-19
42,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
42,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
43,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
43,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
43,19,PACS160,153.9,69.8,0.14,1.816e-18
43,20,SPIRE250,242.3,67.6,0.06,3.088e-19
43,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
43,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
45,20,SPIRE250,242.3,67.6,0.06,3.088e-19
46,20,SPIRE250,242.3,67.6,0.06,3.088e-19
46,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
46,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
47,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
47,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
47,20,SPIRE250,242.3,67.6,0.06,3.088e-19
48,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
48,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
48,19,PACS160,153.9,69.8,0.14,1.816e-18
48,20,SPIRE250,242.3,67.6,0.06,3.088e-19
48,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
49,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
49,19,PACS160,153.9,69.8,0.14,1.816e-18
49,20,SPIRE250,242.3,67.6,0.06,3.088e-19
50,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
50,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
50,20,SPIRE250,242.3,67.6,0.06,3.088e-19
50,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
50,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
64,20,SPIRE250,242.3,67.6,0.06,3.088e-19
67,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
67,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
68,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
68,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
68,19,PACS160,153.9,69.8,0.14,1.816e-18
68,20,SPIRE250,242.3,67.6,0.06,3.088e-19
69,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
69,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
71,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
71,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
71,19,PACS160,153.9,69.8,0.14,1.816e-18
71,20,SPIRE250,242.3,67.6,0.06,3.088e-19
71,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
71,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
72,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
72,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
72,20,SPIRE250,242.3,67.6,0.06,3.088e-19
73,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
73,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
74,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
74,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
74,19,PACS160,153.9,69.8,0.14,1.816e-18
74,20,SPIRE250,242.3,67.6,0.06,3.088e-19
74,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
75,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
75,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
75,19,PACS160,153.9,69.8,0.14,1.816e-18
75,20,SPIRE250,242.3,67.6,0.06,3.088e-19
76,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
76,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
76,19,PACS160,153.9,69.8,0.14,1.816e-18
76,20,SPIRE250,242.3,67.6,0.06,3.088e-19
76,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
76,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
77,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
77,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
51,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
51,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
51,19,PACS160,153.9,69.8,0.14,1.816e-18
51,20,SPIRE250,242.3,67.6,0.06,3.088e-19
51,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
51,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
58,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
58,19,PACS160,153.9,69.8,0.14,1.816e-18
58,20,SPIRE250,242.3,67.6,0.06,3.088e-19
59,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
59,20,SPIRE250,242.3,67.6,0.06,3.088e-19
60,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
60,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
60,19,PACS160,153.9,69.8,0.14,1.816e-18
60,20,SPIRE250,242.3,67.6,0.06,3.088e-19
60,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
60,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
61,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
61,19,PACS160,153.9,69.8,0.14,1.816e-18
61,20,SPIRE250,242.3,67.6,0.06,3.088e-19
61,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
61,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
62,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
62,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
62,19,PACS160,153.9,69.8,0.14,1.816e-18
62,20,SPIRE250,242.3,67.6,0.06,3.088e-19
62,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
62,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
63,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
63,19,PACS160,153.9,69.8,0.14,1.816e-18
63,20,SPIRE250,242.3,67.6,0.06,3.088e-19
63,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
63,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
84,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
84,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
84,19,PACS160,153.9,69.8,0.14,1.816e-18
84,20,SPIRE250,242.3,67.6,0.06,3.088e-19
84,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
85,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
85,19,PACS160,153.9,69.8,0.14,1.816e-18
85,20,SPIRE250,242.3,67.6,0.06,3.088e-19
85,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
85,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
87,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
87,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
87,19,PACS160,153.9,69.8,0.14,1.816e-18
87,20,SPIRE250,242.3,67.6,0.06,3.088e-19
166,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
166,19,PACS160,153.9,69.8,0.14,1.816e-18
166,20,SPIRE250,242.3,67.6,0.06,3.088e-19
166,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
167,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
167,19,PACS160,153.9,69.8,0.14,1.816e-18
167,20,SPIRE250,242.3,67.6,0.06,3.088e-19
167,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
167,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
168,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
168,19,PACS160,153.9,69.8,0.14,1.816e-18
168,20,SPIRE250,242.3,67.6,0.06,3.088e-19
168,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
168,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
162,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
162,19,PACS160,153.9,69.8,0.14,1.816e-18
162,20,SPIRE250,242.3,67.6,0.06,3.088e-19
162,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
162,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
163,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
163,19,PACS160,153.9,69.8,0.14,1.816e-18
163,20,SPIRE250,242.3,67.6,0.06,3.088e-19
163,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
163,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
169,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
169,19,PACS160,153.9,69.8,0.14,1.816e-18
169,20,SPIRE250,242.3,67.6,0.06,3.088e-19
169,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
169,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
164,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
164,19,PACS160,153.9,69.8,0.14,1.816e-18
164,20,SPIRE250,242.3,67.6,0.06,3.088e-19
164,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
164,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
171,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
171,19,PACS160,153.9,69.8,0.14,1.816e-18
171,20,SPIRE250,242.3,67.6,0.06,3.088e-19
171,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
171,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
172,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
172,19,PACS160,153.9,69.8,0.14,1.816e-18
172,20,SPIRE250,242.3,67.6,0.06,3.088e-19
172,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
172,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
173,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
173,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
173,19,PACS160,153.9,69.8,0.14,1.816e-18
174,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
174,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
174,19,PACS160,153.9,69.8,0.14,1.816e-18
165,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
165,19,PACS160,153.9,69.8,0.14,1.816e-18
165,20,SPIRE250,242.3,67.6,0.06,3.088e-19
165,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
165,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
177,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
177,19,PACS160,153.9,69.8,0.14,1.816e-18
177,20,SPIRE250,242.3,67.6,0.06,3.088e-19
177,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
177,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
178,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
178,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
178,19,PACS160,153.9,69.8,0.14,1.816e-18
178,20,SPIRE250,242.3,67.6,0.06,3.088e-19
178,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
178,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
179,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
179,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
179,19,PACS160,153.9,69.8,0.14,1.816e-18
179,20,SPIRE250,242.3,67.6,0.06,3.088e-19
179,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
179,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
180,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
180,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
180,19,PACS160,153.9,69.8,0.14,1.816e-18
180,20,SPIRE250,242.3,67.6,0.06,3.088e-19
180,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
180,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
181,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
181,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
181,19,PACS160,153.9,69.8,0.14,1.816e-18
181,20,SPIRE250,242.3,67.6,0.06,3.088e-19
181,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
181,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
182,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
182,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
182,19,PACS160,153.9,69.8,0.14,1.816e-18
182,20,SPIRE250,242.3,67.6,0.06,3.088e-19
182,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
182,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
183,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
183,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
183,19,PACS160,153.9,69.8,0.14,1.816e-18
183,20,SPIRE250,242.3,67.6,0.06,3.088e-19
183,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
183,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
184,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
184,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
184,19,PACS160,153.9,69.8,0.14,1.816e-18
184,20,SPIRE250,242.3,67.6,0.06,3.088e-19
184,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
184,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
185,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
185,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
185,19,PACS160,153.9,69.8,0.14,1.816e-18
185,20,SPIRE250,242.3,67.6,0.06,3.088e-19
185,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
185,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
186,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
186,19,PACS160,153.9,69.8,0.14,1.816e-18
186,20,SPIRE250,242.3,67.6,0.06,3.088e-19
186,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
186,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
187,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
187,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
187,19,PACS160,153.9,69.8,0.14,1.816e-18
187,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
187,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
188,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
188,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
188,19,PACS160,153.9,69.8,0.14,1.816e-18
189,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
189,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
189,19,PACS160,153.9,69.8,0.14,1.816e-18
189,20,SPIRE250,242.3,67.6,0.06,3.088e-19
189,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
189,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
190,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
190,19,PACS160,153.9,69.8,0.14,1.816e-18
176,19,PACS160,153.9,69.8,0.14,1.816e-18
176,20,SPIRE250,242.3,67.6,0.06,3.088e-19
176,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
176,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
191,19,PACS160,153.9,69.8,0.14,1.816e-18
191,20,SPIRE250,242.3,67.6,0.06,3.088e-19
191,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
191,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
101,19,PACS160,153.9,69.8,0.14,1.816e-18
101,20,SPIRE250,242.3,67.6,0.06,3.088e-19
101,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
101,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
192,19,PACS160,153.9,69.8,0.14,1.816e-18
192,20,SPIRE250,242.3,67.6,0.06,3.088e-19
192,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
192,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
94,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
94,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
94,19,PACS160,153.9,69.8,0.14,1.816e-18
94,20,SPIRE250,242.3,67.6,0.06,3.088e-19
94,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
94,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
93,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
93,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
93,19,PACS160,153.9,69.8,0.14,1.816e-18
93,20,SPIRE250,242.3,67.6,0.06,3.088e-19
93,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
93,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
92,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
92,20,SPIRE250,242.3,67.6,0.06,3.088e-19
91,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
91,19,PACS160,153.9,69.8,0.14,1.816e-18
91,20,SPIRE250,242.3,67.6,0.06,3.088e-19
90,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
90,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
90,19,PACS160,153.9,69.8,0.14,1.816e-18
90,20,SPIRE250,242.3,67.6,0.06,3.088e-19
90,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
89,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
89,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
89,20,SPIRE250,242.3,67.6,0.06,3.088e-19
88,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
88,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
88,19,PACS160,153.9,69.8,0.14,1.816e-18
88,20,SPIRE250,242.3,67.6,0.06,3.088e-19
86,19,PACS160,153.9,69.8,0.14,1.816e-18
86,20,SPIRE250,242.3,67.6,0.06,3.088e-19
86,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
83,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
83,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
83,19,PACS160,153.9,69.8,0.14,1.816e-18
83,20,SPIRE250,242.3,67.6,0.06,3.088e-19
82,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
82,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
82,19,PACS160,153.9,69.8,0.14,1.816e-18
82,20,SPIRE250,242.3,67.6,0.06,3.088e-19
82,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
82,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
81,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
81,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
81,19,PACS160,153.9,69.8,0.14,1.816e-18
81,20,SPIRE250,242.3,67.6,0.06,3.088e-19
81,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
81,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
80,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
80,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
80,19,PACS160,153.9,69.8,0.14,1.816e-18
80,20,SPIRE250,242.3,67.6,0.06,3.088e-19
80,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
79,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
79,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
79,19,PACS160,153.9,69.8,0.14,1.816e-18
79,20,SPIRE250,242.3,67.6,0.06,3.088e-19
79,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
79,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
78,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
78,19,PACS160,153.9,69.8,0.14,1.816e-18
78,20,SPIRE250,242.3,67.6,0.06,3.088e-19
70,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
70,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
70,19,PACS160,153.9,69.8,0.14,1.816e-18
70,20,SPIRE250,242.3,67.6,0.06,3.088e-19
66,20,SPIRE250,242.3,67.6,0.06,3.088e-19
65,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
65,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
65,20,SPIRE250,242.3,67.6,0.06,3.088e-19
65,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
57,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
57,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
57,19,PACS160,153.9,69.8,0.14,1.816e-18
57,20,SPIRE250,242.3,67.6,0.06,3.088e-19
57,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
56,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
56,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
56,19,PACS160,153.9,69.8,0.14,1.816e-18
56,20,SPIRE250,242.3,67.6,0.06,3.088e-19
56,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
56,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
55,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
55,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
55,19,PACS160,153.9,69.8,0.14,1.816e-18
55,20,SPIRE250,242.3,67.6,0.06,3.088e-19
55,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
55,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
54,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
54,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
54,19,PACS160,153.9,69.8,0.14,1.816e-18
54,20,SPIRE250,242.3,67.6,0.06,3.088e-19
53,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
53,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
53,19,PACS160,153.9,69.8,0.14,1.816e-18
53,20,SPIRE250,242.3,67.6,0.06,3.088e-19
53,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
52,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
52,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
52,19,PACS160,153.9,69.8,0.14,1.816e-18
52,20,SPIRE250,242.3,67.6,0.06,3.088e-19
52,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
52,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
44,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
44,19,PACS160,153.9,69.8,0.14,1.816e-18
44,20,SPIRE250,242.3,67.6,0.06,3.088e-19
44,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
44,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
196,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
196,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
196,19,PACS160,153.9,69.8,0.14,1.816e-18
197,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
197,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
197,19,PACS160,153.9,69.8,0.14,1.816e-18
197,20,SPIRE250,242.3,67.6,0.06,3.088e-19
198,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
198,19,PACS160,153.9,69.8,0.14,1.816e-18
199,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
199,19,PACS160,153.9,69.8,0.14,1.816e-18
199,20,SPIRE250,242.3,67.6,0.06,3.088e-19
199,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
199,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
200,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
200,19,PACS160,153.9,69.8,0.14,1.816e-18
201,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
201,19,PACS160,153.9,69.8,0.14,1.816e-18
202,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
202,19,PACS160,153.9,69.8,0.14,1.816e-18
205,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
205,19,PACS160,153.9,69.8,0.14,1.816e-18
205,20,SPIRE250,242.3,67.6,0.06,3.088e-19
205,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
205,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
117,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
117,19,PACS160,153.9,69.8,0.14,1.816e-18
117,20,SPIRE250,242.3,67.6,0.06,3.088e-19
117,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
117,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
300,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
300,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
300,19,PACS160,153.9,69.8,0.14,1.816e-18
301,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
301,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
301,19,PACS160,153.9,69.8,0.14,1.816e-18
317,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
317,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
317,19,PACS160,153.9,69.8,0.14,1.816e-18
317,20,SPIRE250,242.3,67.6,0.06,3.088e-19
317,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
317,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
193,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
193,19,PACS160,153.9,69.8,0.14,1.816e-18
193,20,SPIRE250,242.3,67.6,0.06,3.088e-19
193,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
319,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
319,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
319,19,PACS160,153.9,69.8,0.14,1.816e-18
319,20,SPIRE250,242.3,67.6,0.06,3.088e-19
319,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
319,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
320,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
320,19,PACS160,153.9,69.8,0.14,1.816e-18
320,20,SPIRE250,242.3,67.6,0.06,3.088e-19
320,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
320,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
321,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
321,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
321,20,SPIRE250,242.3,67.6,0.06,3.088e-19
321,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
321,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
322,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
324,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
324,20,SPIRE250,242.3,67.6,0.06,3.088e-19
324,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
324,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
325,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
326,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
327,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
327,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
327,20,SPIRE250,242.3,67.6,0.06,3.088e-19
